name,set,rarity,id,tribe,courage,power,wisdom,speed,energy,mugic,elements,types,ability,flavor,brainwashed,unique,loyal,legendary,artist,gender
"Enre-hep, High Muge of the Desert",AU,Ultra Rare,58,Mipedian,50,30,80,60,30,2,Air,Muge,{{MC}}: Copy target Mugic played by a Creature you control. You may choose new target(s) for the copy.,The echoes of Mugic can be heard over the desert wind by those who know how to listen.,,1,1,,,Male
Eremia,AU,Super Rare,10,OverWorld,70,60,65,45,60,1,,Elementalist Warrior,"When another Creature you control loses an Elemental Type, Eremia gains that Elemental Type.","""Those who deplete the powers of the elements must pay a tax to nature itself, and I am here to ensure it gets collected.""",,1,,,,Female
"Fal'makin, Azai Inquisitor",AU,Ultra Rare,76,M'arrillian,35,40,90,30,55,0,"Fire, Water",Chieftan,"When Fal'makin deals attack damage, Fal'makin may immediately play a Mugic Card of cost 2 or less without paying its Mugic cost.",Very few expect us.,,1,1,,,Ambiguous
Fasseph,AU,Rare,59,Mipedian,65,25,60,80,55,0,"Air, Earth",Warrior,"When a Battlegear equipped to a Creature engaged with Fasseph is flipped face-up or face-down, deal 10 damage to that Creature.","A master craftsman, his repairs are more powerful than the the originals.",,,,,,Male
Gareep,AU,Common,46,Danian,70,50,70,30,40,2,Earth,Muge,"{{MC}}: Activate Hive.
The first time a Creature you control goes to the discard pile each turn, Gareep gains a Mugic counter.",,,,,,,Male
Ghundac,AU,Rare,47,Danian,80,40,40,80,50,1,"Air, Earth",Squadleader Scout,"Hive: Ghundac has ""Range"" and ""Swift 3.""",Ghundac is one of Oipoint's officers and was assigned as Tharc's personal guard during the translation of the Cothica tablet.,,,,,,Male
"Gintanai, The Forgotten",AU,Ultra Rare,60,Mipedian,120,120,30,120,60,0,"Air, Earth",Warbeast,"When Gintanai wins combat, sacrifice another Creature. If you cannot, destroy Gintanai.
Air 10
Earth 10",,,1,1,,,Ambiguous
Habekh,AU,Rare,61,Mipedian,45,35,60,60,30,0,,Conjuror,Reduce Recklessness damage to Warbeasts you control by 10 for each Elemental Type that Warbeast has.,Habekh has always claimed that the elements themselves can be a stabilizing influence on a conjured Warbeast.,,,,,,Male
"Headmaster Ankhyja, Seeker of the Art",AU,Super Rare,62,Mipedian,60,30,45,95,45,0,Air,Elite Stalker,Your other Creatures with Air cannot be targeted by opposing Mugic or abilities.,"""For those of us who hide in plain sight, being sheltered by air is neither strange nor unreal.""",,,,,,Male
Herken,AU,Common,11,OverWorld,60,25,75,30,50,1,Water,Caretaker,"{{MC}}: Heal 10 damage to target Creature. If that Creature has Water, heal 20 damage instead.","Despite numerous pleas, Herken refuses to reveal his secret ingredient.",,,,,,Male
"Hiadrom, Rock Ripper",AU,Common,48,Danian,75,60,50,30,50,0,Earth,Mandiblor Warrior,Expend Earth: Hiadrom gains 20 Energy.,"The minerals and metals contained in the ore of the Citadel Grounds beckoned Hiadrom to them, and left the excavation of a new Danian home for another day.",,,,,,Male
Hune Canin,AU,Common,12,OverWorld,60,50,75,30,35,2,Fire,Muge,Expend Fire: Target Creature gains or loses all Disciplines so they become their scanned values.,"Calm, contemplative, subdued: the exact opposite of his daughter, Kinnianne. He blames that on her mother.",,,,,,Male
Ifjann,AU,Rare,63,Mipedian,30,30,60,70,45,1,Air,Muge,"Expend Air: Target adjacent Creature gains ""Untargetable.""","Much to the chagrin of his workers, Ifjann was living proof of his ""work harder, not smarter"" philosophy.",,,,,,
"Ihun'kalin, Psionic Master",AU,Rare,77,M'arrillian,45,45,75,80,60,0,Water,Chieftan,Discard a Mugic Card: Ihun'kalin deals 10 additional damage with its next attack.,,,1,1,,,Ambiguous
Illiar,AU,Super Rare,13,OverWorld,70,40,80,60,55,2,"Air, Earth",Warrior,Attacks with a Build Cost of 2 played against Illiar deal 0 damage.,"While he can wield six weapons at once, few realize his most powerful weapon is his mind.",,,,,,Male
"Iparu, Metallic Ally",AU,Ultra Rare,14,OverWorld,50,50,50,50,50,1,,Hero,"At the beginning of each turn, Iparu becomes a copy of target opposing Creature. (Iparu gains all scanned characteristics of that card including Disciplines, Elemental Types, Energy, and abilities.)",,,1,1,,,"Ambiguous, Male"
Ixxik,AU,Rare,64,Mipedian,90,80,30,80,85,0,"Air, Earth",Past Warbeast,Other Creatures you control have 10 less Energy.,At one time Warbeasts roamed wild and deserts were jungles.,,,,,,Ambiguous
Kaal,AU,Ultra Rare,25,UnderWorld,60,95,30,60,50,2,Fire,Past Conqueror,"Fire 5
{{MC}}: Deal 5 damage to target Creature for each Creature you control on your opponent's side of the Battleboard.",,,,,,,"Ambiguous, Male"
Ketacc,AU,Super Rare,26,UnderWorld,75,80,40,20,70,0,"Fire, Earth",Warrior Scout,"Intimidate: Energy 10
Recklessness 10","""On my signal, unleash the full wrath of the UnderWorld!"" 
—Slufurah",,,,,,Male
Ketun,AU,Rare,49,Danian,80,60,80,55,50,1,,Mandiblor Elementalist Warrior,Elemental attacks deal 5 less damage to Ketun.,He has been sent far from home to defend the Danian scholars and Muges who visit the Citadel of the Elements.,,,,,,Male
Khenti,AU,Common,65,Mipedian,65,40,35,90,50,0,Air,Stalker Warrior,"Invisibility: Strike 10
Expend Air: Khenti gains ""Range"" and ""Swift 1.""","Born to fight, the war never ends in his unsettled mind.",,,,,,Male
"Khybon, Magma Dam Overseer",AU,Super Rare,27,UnderWorld,60,60,40,30,45,0,Fire,Taskmaster,"Expend Fire: Put a Magma counter on Khybon.
Remove 5 Magma counters from Khybon: Deal 40 damage to all engaged Creatures.",,,,,,,Male
Kiru,AU,Rare,28,UnderWorld,70,90,40,75,55,0,"Fire, Earth",Past Conqueror,"When Kiru wins combat put a Leadership counter on it.
Other Creatures you control have an additional 10 Energy for each Leadership counter on Kiru.",,,,,,,Male
Klik'ssi,AU,Common,78,M'arrillian,50,80,70,50,40,0,Water,Kha'rall,"While Klik'ssi is equipped with a Shard, it has ""Water 5.""

","""The failure of Erak'tabb and Neth'uar means nothing except higher stakes."" 
—Ihun'kalin",,,,,,Ambiguous
Kojjbel,AU,Rare,66,Mipedian,65,35,35,85,55,1,Earth,Warrior,Expend Earth while engaged: Target attack deals 15 damage.,"As a student of Mudeenu, Kojjbel knows no fear.",,,,,,Male
"Kolmo, Purified",AU,Super Rare,67,Mipedian,70,45,45,95,45,0,"Air, Earth",Elite Stalker,"Range
Swift 1
Kolmo has ""Invisibility: Strike 10"" for each Elemental Type the opposing engaged Creature has.","While part of hive, Kolmo learned all the Danians' secrets.",,,,,,Male
"Kopond, High Muge of the Hearth",AU,Ultra Rare,29,UnderWorld,30,70,70,40,30,2,Fire,Muge,Mugic played by Kopond that deals damage deals an additional 10 damage.,"""Tonight we may dine as fellow Muges, but as the sun rises we are enemies once again.""",,1,1,,,Male
Korg,AU,Rare,15,OverWorld,60,35,70,25,35,2,Water,Past Guardian,{{MC}}: Heal 10 damage to target Creature for each Creature your opponent controls on your side of the Battleboard.,Korg can remain immobile for days to get the jump on his unsuspecting prey.,,,,,,Male
"Krekk, Phalanx Recon",AU,Rare,30,UnderWorld,65,55,30,60,45,1,Earth,Scout,"At the beginning of combat, if the active Location's Initiative is a Discipline, engaged Creatures with less than 60 in that Discipline lose 10 Energy.","Endlessly patrolling Gothos Tower, he waits for Lord Van Bloot's return.",,,,,,Male
"Lomma, Desert Wanderer",AU,Super Rare,16,OverWorld,80,45,75,45,60,2,Water,Guardian,"Defender
{{MC}}{{MC}}: Target Elemental Attack deals 0 damage to Lomma.","Catching the scent of the brute who destroyed her family, Lomma can finally get her revenge after all these years. But at what cost?",,,,,,Female
"Lore, High Muge of the Hive",AU,Ultra Rare,36,Danian,80,30,90,30,35,2,Earth,Muge,"Lore may play Mugic Cards in your discard pile as if they were in your hand. If you play a Mugic Card this way, remove it from the game.","Burdened with tasks that would break others, Lore is never fazed by a challenge.",,1,1,,,Male
"Maglax, Lodestone Seeker",AU,Rare,17,OverWorld,75,60,40,40,40,0,Fire,Guardian Scout,"Expend Fire while engaged: When target attack deals damage, deal the same amount of damage to the Creature that played that attack.",The immense magnetic powers of Maglax revealed the remarkable properties of the Citadel Lodestone.,,,,,,Male
"Magmon, Engulfed",AU,Rare,31,UnderWorld,30,75,20,45,55,0,Fire,Elementalist,"Your other Creatures with Fire have ""Recklessness 5"" and ""Fire 5.""","As long as a single coal burns, his flame can never be extinguished.",,,,,,"Ambiguous, Male"
Makromil,AU,Rare,50,Danian,65,25,35,70,50,1,"Air, Earth",Past Warrior,"Makromil has an additional 5 Energy for each other Danian you control.
Makromil has an additional 5 Energy for each other Past Creature you control.",,,,,,,Ambiguous
Mhein,AU,Common,39,Danian,80,60,40,30,50,0,"Air, Earth, Water",Mandiblor Warrior,Mhein has an additional 5 Energy for each Creature in all discard piles.,"""Let the determination of the defeated empower the standing to do right for one and for all."" 
—Inscription on the Danian Hive Gallery",,,,,,Ambiguous
"Milla'iin, Foothold Commander",AU,Super Rare,79,M'arrillian,50,50,80,60,50,0,Water,Milla'iin,"At the beginning of your turn, if all Creatures you control have no Mugic Counters, return target Mugic Card from your discard pile to your hand.",,,1,1,,,Ambiguous
"Mock'adyn, Fluid Master",AU,Common,80,M'arrillian,60,65,50,50,35,0,Water,Elementalist,Expend Water: Mock'adyn gains a Mugic counter.,"With Aa'une's defeat, Mock'adyn has plans to become the new leader of the M'arrillians. Unfortunately for him, so do many others...",,,,,,Male
"Najarin, High Muge of the Lake",AU,Ultra Rare,18,OverWorld,60,30,100,30,35,2,Water,Muge,Najarin pays 1 less Mugic counter to play Mugic Cards to a minimum of 1.,"""After all the marvels I've seen him preform, I still don't know the limits to Najarin's power... or if there are any!"" 
—Maxxor",,1,1,,,Male
"Najarin, Younger",AU,Super Rare,19,OverWorld,60,30,90,30,25,2,,Past Muge,"{{MC}}: Return target Mugic Card from your general discard pile to your hand, then discard a Mugic Card.",Little did he know then that his name would become synonymous with history itself.,,,,,,Male
"Nauthilax, Aquatic Spy",AU,Common,32,UnderWorld,65,50,60,55,60,2,"Air, Water",Elementalist Scout,Recklessness 5,"Hiding impatiently, just out of sight, Nauthilax soon learned that it's hard to let others do the hard work for you.",,,,,,Male
"Nimmei, Expedition Overseer",AU,Ultra Rare,40,Danian,80,50,70,30,60,0,,Noble Warrior,"When Nimmei takes attack damage, it gains all Elemental Types that attack had. When Nimmei gains an Elemental Type this way, it gains ""Element 5"" in the corresponding Elemental Type.",,,,,,,Male
Ninren,AU,Rare,68,Mipedian,90,90,25,150,70,0,Air,Warbeast,"Range
Swift 1
Recklessness 25",Made of lightning and just as quick.,,,,,,Ambiguous
"Nom, Servant of Earth",AU,Common,41,Danian,70,30,60,30,45,2,Earth,Elementalist,{{MC}}: Target Creature gains Earth.,"""Lore, let me guide and assist you with the Citadel exploration, and serve as a reminder that the Tree of Life has its roots in the elemental earth.""",,,,,,"Ambiguous, Male"
"Nunk'worn, Assimilated",AU,Super Rare,42,Danian,70,60,70,40,35,0,"Fire, Water",Fluidmorpher,"Fluidmorph
At the end of any combat, remove all Mugic counters from Nunk'worn.","""Parasites subjugate giants, crumble mountains and make servants of masters."" 
—Infectionist motto",,1,1,,,Male
"Odu-Bathax, Reservoir Reclaimer",AU,Common,51,Danian,90,50,30,30,55,1,Earth,Battlemaster Warrior,"Earth 5
Expend Earth: Odu-Bathax gains ""Outperform Courage 5.""","Odu-Bathax never looks for trouble, but he always seems to find it.",,,,,,Male
Orbaat,AU,Rare,52,Danian,60,35,60,25,40,2,Water,Muge,"While Orbaat is in your discard pile, if you would reveal a new active Location, instead look at the top two cards of your Location Deck and choose one. It becomes the new active Location.",,,,,,,Male
Piddan,AU,Common,33,UnderWorld,50,60,20,50,45,1,Fire,Taskmaster Warrior,"{{MC}}: Target Creature deals an additional 10 damage with its next attack. If that Creature has Fire, it also gains ""Fire 5.""",,,,,,,Male
Porthyn,AU,Rare,20,OverWorld,90,50,60,50,55,2,,Guardian,{{MC}}: All non-attack damage that would be dealt to target adjacent Creature is dealt to Porthyn instead.,"Najarin looks only ahead, for he has no need to watch his back.",,,,,,"Ambiguous, Male"
Proboscar,AU,Super Rare,2,Generic,50,65,25,85,65,0,,Past Beast,"Proboscar may move into any unoccupied space as if it were adjacent.
If Proboscar would move into an opposing Creature's space, it relocates that opposing Creature into Proboscar's space instead.",,,,,,,Ambiguous
"Qwun, Solitary Scout",AU,Common,69,Mipedian,70,30,50,90,50,1,Air,Scout,Expend Air while engaged: Flip the opposing engaged Creature's Battlegear face-down.,Surviving alone in the desert takes a certain kind of cleverness.,,,,,,Male
"Rath'tab, Mind Scryer",AU,Super Rare,81,M'arrillian,70,20,90,25,40,0,Water,Chieftan,Discard a Mugic Card: Target Creature with 0 in any Discipline loses an Elemental Type of your choice.,,,1,1,,,"Ambiguous, Male"
"Rothar, Forceful Negotiator",AU,Rare,34,UnderWorld,60,100,50,60,70,0,"Fire, Air, Earth",Commander,Rothar must move into an adjacent occupied space if able.,"""Treaties are made to be broken... and so are your bones!"" 
—Rothar",,,,,,Male
Savitsa,AU,Common,35,UnderWorld,30,70,30,70,55,1,Fire,Elementalist,Expend Fire while engaged: Both players discard two Attack Cards and draw two Attack Cards.,"Like a burning portent, his flaming hair signals all who see it that they do not have long to live.",,,,,,Male
"Seeryn, Servant of Fire",AU,Common,36,UnderWorld,45,80,40,45,35,2,Fire,Elementalist,{{MC}}: Target Creature gains Fire.,"Of the High Muges who helped raise the city, Seeryn warmed to Kopond and his inclination for destructive mugic.",,,,,,"Ambiguous, Male"
Sepmek,AU,Super Rare,70,Mipedian,45,25,60,85,45,1,"Fire, Earth",Muge,"At the beginning of your turn, flip all Battlegear equipped to Sepmek face-up.","""Do not be afraid, for these symbols are as powerful as any shield.""",,,,,,Male
Silchaw,AU,Rare,21,OverWorld,80,40,60,30,60,1,"Earth, Water",Elementalist,"At the beginning of combat, if the Initiative of the active Location is an Elemental Type, your engaged Creature gains that Elemental Type.","His uncanny ability to smell Vlarium earned him the name ""Major Miner.""",,,,,,Male
"Silv, Servant of Air",AU,Common,71,Mipedian,40,35,30,85,40,2,Air,Elementalist,{{MC}}: Target Creature gains Air.,"""I am of storm and of gentle breeze. Of elegance, lightness and furious wrath. And now I am of your house, Enre-hep.""",,,,,,"Ambiguous, Female"
"Skithia, Gothos Spy",AU,Super Rare,37,UnderWorld,70,75,40,70,35,2,"Fire, Earth",Commander Scout,{{MC}}: The controller of target engaged Creature reveals their attack hand. Deal 5 damage to that engaged Creature for each Elemental Type either of those revealed Attack Cards have.,,,,,,,Female
Skorblust,AU,Rare,38,UnderWorld,60,80,20,50,55,0,"Fire, Earth",Past Elementalist,"When Skorblust takes damage from a Fire or Earth attack, deal 5 damage to opposing engaged Creature.","Wherever Skorblust goes, he leaves a part of himself behind.",,,,,,"Ambiguous, Male"
"Slufurah, Treacherous Translator",AU,Super Rare,39,UnderWorld,40,60,35,30,30,1,Fire,Muge,"At the beginning of combat, sacrifice a Battlegear equipped to your engaged Creature. If you do, that Creature gains Fire and ""Fire 5.""","""There! We're done. Not much need for you now, is there? The alliance is broken!""",,,,,,Male
Smildon,AU,Super Rare,3,Generic,60,90,35,60,60,2,Earth,Past Warrior Beast,"Defender: Earth
{{MC}}: The active Location loses all abilities.","Though Smildon faced many worthy foes, none was as deadly as ""The Blight!""",,,,,,Male
Somnort,AU,Common,22,OverWorld,60,30,65,45,55,1,"Fire, Water",Guardian Warrior,Defender: Water,Somnort's heart skipped a beat when he realized that Taffial had found the lost city of the ancient Mipedian King Kehn-sep.,,,,,,Male
Son'las,AU,Common,82,M'arrillian,50,45,60,70,50,0,Water,Kha'rall Scout,"When Son'las becomes engaged, the opposing engaged Creature loses Invisibility and your opponent reveals his or her attack hand.","""Some can shade their eyes forever, and still see all."" 
—Iflar",,,,,,Ambiguous
"Stelgar, Vicious Mutation",AU,Rare,40,UnderWorld,20,20,20,20,20,0,Water,Warrior,"At the end of each turn, put a Growth counter on Stelgar.
Stelgar has an additional 10 Energy and 10 in all Disciplines for each Growth counter on it.",,,,,,,Male
"Taffial, Cothica Hunter",AU,Super Rare,72,Mipedian,70,20,65,65,40,1,Earth,Royal Stalker,"Expend Earth: Discard an Attack Card. If you do, return an Attack Card with Build Cost less than or equal to the discarded Attack Card to your hand.

","Archaeology is the search for fact, not truth.",,,,,,Male
Tarin,AU,Super Rare,53,Danian,75,40,35,40,45,0,Earth,Mandiblor Scout,Your other Creatures with Earth have an additional 10 Energy.,"Even though they are the least respected, Danian society would crumble in days without the hard-working Mandiblors.",,,,,,Male
"Thar'lyn, Azai Spy",AU,Rare,83,M'arrillian,70,80,60,30,55,0,Water,Elementalist,"Expend Water while engaged: The next time Thar'lyn deals attack damage, the opposing engaged Creature loses X to all Disciplines, where X is the damage dealt.",,,,,,,Male
"Tharc, Tablet Translator",AU,Rare,54,Danian,70,30,80,30,50,1,Earth,Noble Muge,"{{MC}}: Target Creature gains 50 Courage. If that Creature has Earth, it gains an additional 50 Courage.","""It pains me to admit that we could not have translated the tablet without the bugs' help."" 
—Prince Mudeenu",,,,,,Male
Toadore,AU,Rare,41,UnderWorld,60,70,30,35,50,0,Fire,Taskmaster,Expend Fire while engaged: Destroy all Battlegear on engaged Creatures.,You think H'earring's breath is bad after a bag of Dractyl scales? Wait 'til you get a whiff of Toadore's belches!,,,,,,Male
"Ulmar, Perithon Racer",AU,Common,42,UnderWorld,40,30,70,30,45,1,Fire,Conqueror Muge,Expend Fire: Deal 10 damage to target Creature.,"To improve the Ulmanator's top speed, Ulmar removed all unnecessary components from the vehicle. Unfortunately, that included the brakes.",,,,,,Male
"Unda, Servant of Water",AU,Common,23,OverWorld,55,35,80,45,40,2,Water,Elementalist,{{MC}}: Target Creature gains Water.,"""I am the servant to the Emperor of Water, and I am at your service, OverWorlders.
",,,,,,"Ambiguous, Female"
Ursis,AU,Ultra Rare,4,Generic,60,85,45,45,80,3,Earth,Past Warrior Muge,,"Though Ursis appears ferocious, in realty, he is much fiercer than you can imagine.",,,,,,Male
Valban,AU,Super Rare,55,Danian,75,40,65,40,55,0,,Elementalist Warrior,"At the beginning of combat, Valban gains all Elemental Types Infected Creatures have.","Parasites feed off the strength of their host.
",,,,,,Male
Vlar,AU,Super Rare,24,OverWorld,80,60,50,60,60,0,"Fire, Earth",Past Scout,"At the beginning of combat, if Vlar is unequipped, any Battlegear equipped to the opposing engaged Creature becomes equipped to Vlar.",,,,,,,Male
Voorx,AU,Rare,43,UnderWorld,40,70,60,30,50,0,"Fire, Water",Past Elementalist,"When Voorx becomes engaged, your opponent may sacrifice a Battlegear. If they do not, Voorx gains ""Fire 5"" and ""Water 5.""",,,,,,,"Ambiguous, Male"
Ylinne,AU,Common,73,Mipedian,50,30,40,75,55,1,Air,Elite Warrior,"{{MC}}: Target Creature gains ""Invisibility: Strike 10."" If that Creature has Air, it also gains ""Invisibility: Surprise.""","None shall pass - at least, not in one piece.",,,,,,Female
"Yondaf, Symbiotic Infector",AU,Super Rare,56,Danian,60,35,65,30,50,2,"Earth, Water",Controller,"At the beginning of the turn, if Yondaf is Uninfected, Infect it.
Uninfect 3 Creatures: Deal 10 damage to target Creature.",,,,,,,Male
"Zamool, Lord Van Bloost's Enforcer",AU,Ultra Rare,44,UnderWorld,75,60,40,80,55,1,Earth,Conqueror,"While Zamool is engaged, opposing Creatures cannot play Mugic or abilities.",Darker than night. Quieter than silence. More terrifying than fear.,,1,,,,Male
"Zhade, Dig Site Defender",AU,Common,74,Mipedian,65,45,30,95,45,1,"Air, Earth",Stalker,Invisibility: Strike 15,Zhade makes sure that those spies unfortunate enough to learn what was unearthed never report their findings.,,,,,,Male
"Arctus, Heptadd's Squire",FAS,Super Rare,25,OverWorld,100,50,75,40,60,0,,Elementalist,"At the beginning of combat, Arctus gains all Elemental Types your adjacent Creatures have.","As Arctus launched his Allmageddon attack, Bodal calculated that in 14.9 seconds, Rath'tab would become a very wise pool of blue jelly.",,,,,,Male
"Aszil, the Young Queen",FAS,Ultra Rare,26,Danian,80,30,85,35,60,2,Earth,Noble,"At the beginning of combat, Danians you control gain Earth. Hive: Mandiblors you control have ""Earth 5.""",Queen of the Danians. Ruler of the Hive. Fate of Perim.,,1,1,,,Female
Bidua,FAS,Common,15,OverWorld,70,30,70,85,55,0,"Air, Earth",Scout,Expend Earth while engaged: The opposing engaged Creature loses Invisibility.,"With his keen eyesight, Bidua can see even the faint shimmering of invisible Mipedians.",,,,,,Male
"Bodal, Flamedrill Researcher",FAS,Super Rare,11,OverWorld,50,20,80,30,30,1,,Hero,"Expend Earth: Return target Battlegear in your discard pile to play equipped to another unequipped Creature you control.
Expend Fire: Destroy a Battlegear you control. If you do, destroy target Battlegear.",,,,,,,Male
Cyrenox,FAS,Common,21,UnderWorld,50,75,30,50,55,0,Fire,Warrior,"While all Creatures you control have Fire, Cyrenox deals an additional 5 damage with attacks.","Born of darkness, raised in gloom, wielder of sorrow, bringer of doom.",,,,,,Male
"Ginar'rash, The Extinguisher",FAS,Rare,19,M'arrillian,50,75,70,30,45,0,Water,Kha'rall,"Fireproof 20
When Ginar'rash deals Water attack damage to a Creature, that Creature loses Fire.","""Some say to fight fire with fire. My plan works much better, I assure you.",,,,,,Ambiguous
"Malvadine, The King's Herald",FAS,Ultra Rare,27,Mipedian,85,50,45,100,65,1,Air,Elite Warrior,"Invisibility: Strike 10 While you control a Royal, Malvadine has ""Defender"" and ""Air 5.""","""We shall claim this city for Mipedim as we await King Theb-saar's return!""",,,,,,Male
"Maxxor, Elemental Champion",FAS,Ultra Rare,,OverWorld,100,50,70,50,60,1,"Fire, Earth, Water",Hero,"Expend Fire: Maxxor deals an additional 10 damage with the next attack.
Expend Earth: Reduce the damage dealt to Maxxor by the next attack by 10.",,,1,1,,,Male
Riggan,FAS,Common,13,Danian,65,40,65,35,50,1,Earth,Mandablor Muge,Expend Earth while engaged: The active player reveals a new active Location.,"As the first through the Tremor Gate, he was the first to learn its secrets.",,,,,,Male
"Tassanil, High Elementalist",FAS,Ultra Rare,24,Danian,65,40,70,40,30,0,"Fire, Air, Earth, Water",Nobel Elementalist,Expend any Elemental Type: Target Danian gains the expended Elemental Type. Use this ability only once per turn.,"""Challenge me!? That's like challenging nature itself!""",,1,1,,,Male
"Wamma, Flame Guard",FAS,Common,20,Danian,70,65,40,25,50,1,"Fire, Earth",Mandablor,"Defender: Fire
Defender: Earth","When assigned a task, Wamma feels obligated to do a good job... at least for an hour.",,,,,,Male
Aimukk,OP1,Common,7,Danian,75,50,20,30,35,0,Earth,Mandablor,,What Aimukk lacks in strength he more than makes up for in willpower.,,,,,,Male
Chargola,OP1,Uncommon,4,UnderWorld,75,80,65,50,60,1,,Commander,Recklessness 5,"Though widely renowned for his meticulous planning, Chargola throws all strategies out the window in the heat of the skirmish.",,,,,,Male
Dyrtax,OP1,Common,5,UnderWorld,35,60,45,65,45,1,,Scout,Swift 1,Treasure hunters constantly try to steal valuable crystals at Jade Pillar. Dyrtax makes sure they don't get too greedy.,,,,,,Male
Getterek,OP1,Super Rare,6,UnderWorld,50,95,25,45,60,0,Fire,Taskmaster,Intimidate: Power 10,It is recommended that you pay the toll before you cross the bridge.,,,,,,Male
Ghatup,OP1,Uncommon,8,Mipedian,60,20,65,60,40,2,Air,Scout,,"Traveling far beyond the desert, Ghatup has seen many sights, including those he wishes he never had.",,,,,,Male
Nakal,OP1,Rare,8,Danian,55,50,30,55,30,1,"Fire, Earth",Mandablor,,Maintaining the crumbling walls of Mount Pillar is the most important - and most thankless - job of the Mandiblors.,,,,,,Male
Nebres,OP1,Common,1,OverWorld,70,80,45,50,50,0,,Warrior,Support: Power 5,"As the three-time reigning champion of the Perim Battle Royal, Nebres is one of the few OverWorlders who has earned the respect of all tribes, even the UnderWorlders.",,,,,,Male
Neffa,OP1,Common,2,OverWorld,50,25,80,35,40,2,,Strategist,Support: Wisdom 5,"No matter how many times he recalculated the ancient equations, the solution always added up to seven.",,,,,,Male
Sukoval,OP1,Uncommon,3,OverWorld,30,55,80,55,45,0,Water,Elementalist,Swift 1,"The thin layer of mucus secreted from his pores not only keeps Sukoval warm, but it also allows him to slither on land.",,,,,,Male
Vasquin,OP1,Rare,10,Mipedian,65,40,85,35,55,1,,Muge,{{MC}}: Deal 5 damage to target Creature.,"After stealing Ulmar's top-secret Mugiblade, Vasquin earned himself an eternal enemy... but it was well worth it!",,,,,,Male
Agitos,BR,Common,26,UnderWorld,65,40,85,35,55,1,,Commander,{{MC}}: Deal 5 damage to target Creature.,,,,,,,Male
Banshor,BR,Uncommon,32,UnderWorld,75,85,65,50,60,1,,Ethereal,Recklessness 5,,,,,,,Ambiguous
Cerbie,BR,Common,27,UnderWorld,50,95,25,45,60,0,Fire,Taskmaster,Intimidate: Power 10,"As the UnderWorld guardian of The Passage, Cerbie is forever vigilant against any potential invasion from the OverWorld.",,,,,,Male
Ettala,BR,Common,36,OverWorld,50,50,20,30,35,0,Earth,Guardian,,,,,,,,Male
Hoton,BR,Common,21,OverWorld,50,25,80,35,40,2,,Strategist,Support: Wisdom 5,,,,,,,Male
Mezzmarr,BR,Uncommon,35,OverWorld,30,55,55,55,45,0,Water,Scout,Swift 1,,,,,,,Male
Mishmoshmish,BR,Common,33,UnderWorld,35,60,45,65,45,1,,Scout,Swift 1,,,,,,,Ambiguous
Mommark,BR,Common,31,OverWorld,50,20,45,35,30,3,,Caretaker,{{MC}}: Heal 10 damage to target Creature.,,,,,,,Male
Prantix,BR,Common,37,OverWorld,40,50,30,40,30,1,"Fire, Earth",Caretaker,,,,,,,,Male
Quadore,BR,Uncommon,38,OverWorld,60,20,65,60,40,2,Air,Muge,,,,,,,,Female
Ulfhedinn,BR,Common,24,OverWorld,70,80,45,50,50,0,,Warrior,Support: Power 5,,,,,,,Male
Abin-wor,LR,Common,7,Mipedian,25,30,55,45,30,1,Earth,Conjuror,"Reduce Recklessness damage dealt to Warbeasts you control by 5.
Warbeasts you control have ""Waterproof 25.""",,,,,,,Male
Blak'drin,LR,Super Rare,9,M'arrillian,60,65,55,70,45,0,Water,Kha'rall,"Air and Water attacks deal an additional 5 damage to Blak'drin.
When Blak'drin is dealt Air or Water damage, deal 10 damage to the Creature which played that attack.",,,1,1,,,"Ambiguous, Male"
"Ebkeex, Patchwork Minion",LR,Super Rare,1,OverWorld,65,40,80,80,60,0,Air,Minion Elementalist,"At the beginning of combat, Ebkeex gains all Elemental Types your Creatures have.",,"At the beginning of combat, Ebkeex gains all Elemental Types opposing Creatures have.",,,,,"Ambiguous, Male"
Nukasai,LR,Rare,5,Danian,70,45,60,35,50,1,,Battlemaster Minion,"{{MC}}: Uninfect all opposing Creatures. For each Creature Uninfected this way, Infect an Uninfected Creature you control.",,"{{MC}}: Uninfect all Creatures you control. For each Creature Uninfected this way, Infect an opposing Uninfected Creature.",,,,,Male
"Gazarbash, Infecting Terraformer",LR,Uncommon,6,Danian,70,35,45,45,45,2,Water,Squadleader,Uninfect three Infected Creatures: Reveal a new active Location.,,,,,,,Male
Khybon's Engineered Automaton,LR,Common,3,UnderWorld,30,50,20,20,40,0,,Taskmaster Warrior,Sacrifice a Battlegear: Target Taskmaster gains 40 to all Disciplines. Use this ability only once per turn.,,,,,,,Ambiguous
"Mommark, Clonemaster",LR,Ultra Rare,2,OverWorld,45,30,85,85,40,2,Water,Muge,"At the beginning of your turn, Mommark gains a Mugic counter.
When another Creature you control is defeated, remove all Mugic counters from Mommark. If you have removed 5 or more Mugic counters this way, return that Creature to play in an unoccupied space with no Mugic counters.",,,1,1,,,Male
Nis'dabba,LR,Common,10,M'arrillian,45,35,60,60,50,0,Water,Chieftain,Discard a Mugic Card: Swap two Shards equipped to two Kha'rall you control.,,,1,1,,,Ambiguous
